5_nrmse,10_nrmse,20_nrmse,50_nrmse,100_nrmse,Method,Joint
1.069118618965149,1.0236326456069946,0.9491227865219116,0.928665280342102,0.7827326655387878,NN,Joint 1
1.0057367086410522,0.9837075471878052,0.9230161309242249,0.7703151702880859,0.6887766122817993,NN,Joint 2
0.8842014074325562,0.9084681272506714,0.7570691108703613,0.7268462777137756,0.7623005509376526,NN,Joint 3
1.0571813583374023,1.0446767807006836,1.0870988368988037,1.0143567323684692,0.915529191493988,NN,Joint 4
0.9923989772796632,0.9932985305786132,0.9662505984306335,1.0842015743255615,1.2121059894561768,NN,Joint 5
1.0200234651565552,1.051616907119751,0.9123092889785768,0.941865861415863,1.009798526763916,NN,Joint 6
0.9837806820869446,0.9780705571174622,0.901375651359558,1.0437819957733154,0.9691420197486876,PA,Joint 1
1.1252272129058838,1.0614982843399048,1.0415977239608765,0.9780805110931396,0.9866012930870056,PA,Joint 2
1.1167049407958984,0.8285174369812012,0.889855146408081,0.8959501385688782,0.7237890958786011,PA,Joint 3
1.123524188995361,1.223986029624939,1.0087220668792725,1.196418285369873,0.9684398770332336,PA,Joint 4
1.5069007873535156,1.4231926202774048,1.0584750175476074,1.2263832092285156,1.01897394657135,PA,Joint 5
0.9161190390586852,0.9026657342910768,0.8705273866653442,0.927560329437256,1.0967415571212769,PA,Joint 6
1.0872948169708252,1.004671931266785,0.9836325645446776,1.0530364513397217,0.6751904487609863,PG,Joint 1
1.0153295993804932,0.9200394153594972,1.0120168924331665,0.8422990441322327,0.7088940739631653,PG,Joint 2
0.9132986664772034,0.8861405849456787,0.7556593418121338,0.6806676387786865,0.7460866570472717,PG,Joint 3
1.0896804332733154,1.0369303226470947,0.985057771205902,1.0268417596817017,1.033214807510376,PG,Joint 4
1.079013705253601,1.012580156326294,0.9891805648803712,0.9341185688972472,0.967303991317749,PG,Joint 5
1.0461252927780151,0.9946036338806152,0.9481052160263062,1.0593687295913696,1.0634013414382937,PG,Joint 6
