Method,Hdim,Joint,dsam_simulated_nrmse,dsam_simulated_cc,dsam_simulated_puma_nrmse,dsam_simulated_puma_cc,simulated_nrmse,simulated_cc,simulated_noG_nrmse,simulated_noG_cc,simulated_puma_nrmse,simulated_puma_cc,newsimulated_nrmse,newsimulated_cc,newsimulated_rad_nrmse,newsimulated_rad_cc
NN,20,Joint 1,1.1379040479660034,-0.0883121334987153,1.0590109825134275,0.1256282027002662,1.055081129074097,-0.0166762092869239,1.0515363216400146,0.0051383703458662,1.1029167175292969,-0.0076589845207786,0.9862702488899232,0.1818191856668951,0.9084664583206176,0.4493136072236235
NN,20,Joint 2,0.4252574443817138,0.9091514198049186,0.394455075263977,0.9298650191951804,0.3683183193206787,0.9301487982857142,0.3785097002983093,0.9259481828095898,0.4359381198883056,0.9035322470710672,0.5099773406982422,0.8806236179139467,0.4653804004192352,0.8879407390017031
NN,20,Joint 3,0.4394888579845428,0.9023741023106258,0.4139322638511657,0.9167018465793128,0.3841696083545685,0.9318241138397004,0.3971313536167145,0.9279250398848956,0.4388599097728729,0.9126081831690556,0.5410455465316772,0.8886019583365548,0.5169239044189453,0.8652607978111964
NN,20,Joint 4,0.987030863761902,0.2404860711667383,1.0939768552780151,0.0315953961185213,0.9729287624359132,0.3041520722624546,0.9937871098518372,0.2709625644478607,1.063970685005188,0.1660286651244125,0.9807950854301452,0.4488694035109892,1.206861138343811,0.3006423483710683
NN,20,Joint 5,0.8073481321334839,0.6648706193188509,0.7655286192893982,0.6843355971337366,0.6566326022148132,0.775749767044481,0.681943416595459,0.7720506210883091,0.6263429522514343,0.7897185394903086,0.7823866009712219,0.7056716231717424,0.7500003576278687,0.7134683297557373
NN,20,Joint 6,1.05331289768219,0.0425695732505072,1.1286580562591553,0.111015435087201,1.0720151662826538,-0.1476134233469737,1.0778876543045044,-0.1803789259510484,1.0454436540603638,0.0482767983535368,0.8535268902778625,0.52310825633516,0.7881004810333252,0.6860909472374627
NN,40,Joint 1,1.012884497642517,0.0807973013690484,1.0209041833877563,0.0917060111105427,1.0738524198532104,-0.1981898591888007,1.1095439195632937,-0.1497437838218158,1.2750695943832395,-0.0597903227580466,0.9684062600135804,0.3703736978125651,0.9973275065422058,0.4202668921132426
NN,40,Joint 2,0.368047833442688,0.9299759427440688,0.3610471189022064,0.9360671646966876,0.4303579926490783,0.9157133636433272,0.4016541540622711,0.917823230693231,0.434348851442337,0.9013379242174542,0.4723713994026184,0.883297386536384,0.4805008471012115,0.8880794351296782
NN,40,Joint 3,0.4370573461055755,0.9002548304395979,0.3986487686634063,0.923267618160036,0.4362241327762604,0.9018129982847928,0.4148402214050293,0.9257640984066128,0.4938011169433594,0.874437038014429,0.5607959628105164,0.8417740219157606,0.5089703798294067,0.872793501203808
NN,40,Joint 4,0.9647703766822816,0.2946747373552765,1.028874158859253,0.2007732776521241,0.963247537612915,0.2950697875659415,1.0027079582214355,0.2222039637164691,1.1529890298843384,0.1735785955461549,1.3351354598999023,0.2759147270961509,0.9556931257247924,0.5471481188461891
NN,40,Joint 5,0.6671501398086548,0.7724903481032758,0.635144054889679,0.8016135942515272,0.7627357244491577,0.7372230873546026,0.711319088935852,0.7580455658117811,0.6838337779045105,0.7468094259916835,0.9042996168136596,0.6490110854308742,0.7710981965065002,0.7280738475901973
NN,40,Joint 6,1.047640323638916,-0.014933077604645,1.1013108491897583,-0.0684922703183664,1.0568535327911377,-0.0723477635849767,1.063239574432373,-0.0012883923800931,0.9263061881065368,0.4726794507845742,0.9887205958366394,0.5106963799740101,0.8164013028144836,0.6903901018395581
NN,60,Joint 1,1.0686841011047363,-0.2776743121871875,1.1204551458358765,-0.2795938093128125,1.0623185634613037,-0.1491782048535115,1.119482398033142,-0.1651080897388414,1.111487865447998,-0.1854409728178394,0.9546170830726624,0.5339822364815158,1.0358082056045532,0.4727114849838947
NN,60,Joint 2,0.3789522349834442,0.925914058708021,0.3928531408309936,0.924055684876161,0.3225427567958832,0.949247845989476,0.3756035268306732,0.933377345343148,0.4787714779376983,0.8969115781404438,0.4661079049110412,0.9042652295550616,0.4955014586448669,0.90153007266803
NN,60,Joint 3,0.4160257279872894,0.9249256669463845,0.3976539671421051,0.920425705539248,0.3578948974609375,0.9366991484654078,0.3849009871482849,0.9270163399516476,0.4250516891479492,0.9195439738866956,0.4073915481567383,0.9191477119737692,0.4895483553409576,0.876262214874401
NN,60,Joint 4,0.9577409625053406,0.3826690601464003,0.9972814321517944,0.1986211963928745,0.9775220155715942,0.2718509703689924,0.9818938970565796,0.2586819671484526,1.0397331714630127,0.1128508169376278,1.1553925275802612,0.4298117383480133,1.0791494846343994,0.5702812199698386
NN,60,Joint 5,0.5992289185523987,0.818554117313081,0.5377359986305237,0.8545646684603934,0.7071904540061951,0.7858921915737334,0.724725067615509,0.8059187575932013,0.6894910931587219,0.7691921299803155,0.6818934679031372,0.8086305627322791,0.8797579407691956,0.7426610197728009
NN,60,Joint 6,1.026252508163452,0.0239980624921593,1.038523554801941,0.0448627234581354,1.0550439357757568,-0.0251442385582964,1.0122040510177612,0.1637151570896892,1.0076147317886353,0.247969990414879,0.8974035382270813,0.6340637293236859,0.9144884943962096,0.6323735760564879
PA,20,Joint 1,0.9731594324111938,0.2751579678687317,0.9759793281555176,0.4458177953843431,1.18756902217865,0.5329442643600366,0.8717536330223083,0.6116883540385765,1.0975557565689087,0.2289117496337414,0.6429616808891296,0.768057728741326,0.6738340258598328,0.8051063896191226
PA,20,Joint 2,0.7370576858520508,0.7164862678149249,0.5066198110580444,0.9122123360908384,0.5554616451263428,0.8847881638549115,0.3721768260002136,0.9328667351379556,0.5215935111045837,0.9217844485164024,0.4094474613666534,0.9154969937189462,0.4594908952713012,0.8998276744522624
PA,20,Joint 3,0.667728841304779,0.7707891248060976,0.4387940466403961,0.9286749505800636,0.520018458366394,0.90206493043391,0.4420160949230194,0.9053454315076712,0.4981172978878021,0.924751703046529,0.3748540580272674,0.9291653410533258,0.4648159146308899,0.8973469665953309
PA,20,Joint 4,1.0219296216964722,0.1882916495795971,1.070265293121338,0.07199434897675,1.055429458618164,0.3449417618224246,1.0806230306625366,0.1722296321427742,0.9916821122169496,0.3266431261068544,1.1427325010299685,0.2075774479655467,1.361996054649353,0.2671173133739078
PA,20,Joint 5,0.8631365299224854,0.5383907922923676,0.8520960211753845,0.7828527861753443,0.6358712911605835,0.8366283321623343,0.5394154787063599,0.8629541487356234,0.6824792623519897,0.8309588759899951,0.5679726600646973,0.8561737053182242,0.7408331632614136,0.7507888094162721
PA,20,Joint 6,1.082834005355835,-0.0393861926083194,1.0829269886016846,0.2765905393277517,0.9614823460578918,0.5310734749513997,1.1970380544662476,0.176022761133697,0.9633530378341676,0.4367256862883734,0.9476745128631592,0.4413581402091289,0.8264250755310059,0.6732524894491424
PA,40,Joint 1,1.000975489616394,0.2347323137731656,1.0586656332015991,0.5014024442460225,0.9858739376068116,0.4770720388452087,1.0960609912872314,-0.2712350971691858,1.0268532037734983,0.4631512298772001,0.5888422727584839,0.8455353979493604,0.5346080660820007,0.8667720583426395
PA,40,Joint 2,0.4509237408638,0.9237082866008376,0.5900858044624329,0.8787603703138901,0.4731349349021911,0.9287429263186364,0.3717640042304992,0.9327326028010569,0.5206679105758667,0.9372349104709166,0.4859518408775329,0.9029909461130028,0.4706494808197021,0.9032002834137992
PA,40,Joint 3,0.4180978238582611,0.9174623565728036,0.5395570993423462,0.8610597272716531,0.3731613755226135,0.9357908087805956,0.3252968490123749,0.9502500245520688,0.4938176572322845,0.9139826645384602,0.4721825718879699,0.9043578959512084,0.4474999010562897,0.911516286389076
PA,40,Joint 4,1.0172526836395264,0.323971518739392,0.9212986826896667,0.4510586565701666,1.0200430154800415,0.4497883843224999,0.9623675346374512,0.4027054642488793,1.0332738161087036,0.4166007498875593,1.0134577751159668,0.6700348213344591,1.0233533382415771,0.5752354835007927
PA,40,Joint 5,0.8603429794311523,0.8139042910876619,0.7313904166221619,0.8201671238845043,0.6749346256256104,0.8475980628099928,0.6145298480987549,0.8475296996017742,0.6697783470153809,0.8643125717220606,0.8315033912658691,0.7157885137708491,0.7652462124824524,0.7247067327539864
PA,40,Joint 6,1.0929622650146484,0.208785869022843,0.8870280385017395,0.4763024785351324,0.9335152506828308,0.4726616664469247,1.0287295579910278,0.2400691925236701,0.9125179648399352,0.5976684394854485,1.0496456623077393,0.5149249188536767,0.9868924021720886,0.5131336755091793
PA,60,Joint 1,1.003395915031433,0.621153579275437,0.9654536843299866,0.6066248421357989,1.0971661806106567,-0.067034974776636,0.8208852410316467,0.649924994360457,1.0557420253753662,0.5539682301357746,0.6282170414924622,0.8209373532266657,0.6071878671646118,0.8340143391722191
PA,60,Joint 2,0.4987947344779968,0.9256796951931798,0.5542365312576294,0.8876197524259184,0.523324728012085,0.932586929108265,0.3689277172088623,0.9348575910841044,0.5233425498008728,0.9305508621590384,0.4559187591075897,0.9195494688471484,0.4743186831474304,0.9227881394515612
PA,60,Joint 3,0.5301056504249573,0.882796660451413,0.5684158802032471,0.8828266278838277,0.5240581035614014,0.9232914534421688,0.4076932668685913,0.920042868460889,0.4350441992282867,0.9367350498081386,0.3973056077957153,0.9266594100840532,0.4003119766712188,0.9253108317290312
PA,60,Joint 4,1.1007226705551147,0.380400659349136,0.9803422093391418,0.4862124572822087,0.9804772734642028,0.2571628582631903,0.9026644229888916,0.4803892386676219,1.088950276374817,0.3903153618459901,1.154639482498169,0.4922447392701299,1.067832350730896,0.5702033484850884
PA,60,Joint 5,0.7381405234336853,0.8105603283051753,0.7229573726654053,0.8177100255191915,0.7267673015594482,0.8208928748701589,0.5719974040985107,0.8607210678060084,0.6227447986602783,0.8494303666231552,0.8643485307693481,0.7355048720276196,0.6836848258972168,0.801913754870869
PA,60,Joint 6,0.9638133645057678,0.4883635321506023,0.8873870372772217,0.6073873201253045,0.9610667824745178,0.3333892382444405,0.9126075506210328,0.5372457532503457,0.852909505367279,0.6045243619737899,0.7336835861206055,0.7769390768118627,0.8001412153244019,0.7502901191381389
PG,20,Joint 1,1.0594474077224731,0.0153513257743961,1.0441102981567385,-0.032365595508684,1.0993103981018066,-0.015094093003882,0.9713754653930664,0.2779739682992082,1.0618504285812378,-0.0582770341652194,0.7411834001541138,0.6946449196600061,0.906480073928833,0.4335473175611732
PG,20,Joint 2,0.4938926100730896,0.8737446676500595,0.4725173711776733,0.8818893221850955,0.44283127784729,0.9045404681887732,0.5032423734664917,0.8698488217714171,0.4070865213871002,0.9140044567475448,0.4922835230827331,0.8755651675027591,0.4677562117576599,0.8854406015227667
PG,20,Joint 3,0.4695731997489929,0.8869897047916113,0.5160326957702637,0.8692969028880372,0.4056986570358276,0.9151629977495588,0.4785109162330627,0.8856462825628602,0.3866985440254211,0.9260359305157408,0.4973055124282837,0.8758972095365585,0.4814370274543762,0.8887055441423223
PG,20,Joint 4,1.1006276607513428,0.141497414516501,1.0555943250656128,0.1200463913415965,1.0109235048294067,0.2354602704452917,1.0263440608978271,0.2161470903994005,0.9762949347496032,0.3311449095276074,1.3609826564788818,0.3099493313057446,1.1856176853179932,0.4026089071386825
PG,20,Joint 5,0.6935650110244751,0.7503893809486049,0.8411534428596497,0.6591868287539917,0.7232679724693298,0.7579409554747496,0.7669073343276978,0.71293020867367,0.6713489294052124,0.7731693752469563,0.923096477985382,0.6552843905137344,0.8247265219688416,0.68609078472303
PG,20,Joint 6,1.1138036251068115,0.0778948615906646,1.0681133270263672,-0.040269227341985,1.0344098806381226,0.3519605214537551,0.8939753770828247,0.6169588027241242,1.0798933506011963,-0.1489615741523706,0.7440803050994873,0.7589836119559663,0.6930673718452454,0.7408746129446282
PG,40,Joint 1,1.0434160232543943,0.1276555531024014,1.0097581148147583,0.1121288564494183,1.063160061836243,-0.1353535146340382,1.1016238927841189,0.0782385427499135,1.0820989608764648,-0.1098088177867938,0.7350937724113464,0.7499427506882084,0.7561368942260742,0.7230989637742442
PG,40,Joint 2,0.5124006271362305,0.8883887318882502,0.4282651841640472,0.9198905572117956,0.3437373340129852,0.9396670923894545,0.3875184059143066,0.9227019464367604,0.3680787980556488,0.9304280825153076,0.4664444923400879,0.8970219631946561,0.4386235773563385,0.9115033439438884
PG,40,Joint 3,0.5387539267539978,0.8518729963278612,0.4072810411453247,0.9137642238447032,0.4051193594932556,0.9174234352245964,0.4892245829105377,0.8772954989292732,0.4324244856834411,0.9042908987260664,0.4692144989967346,0.8957938875307334,0.4383565187454223,0.9031426304000074
PG,40,Joint 4,1.065727949142456,0.1788597284118241,0.99203360080719,0.2524433371245034,0.9828882813453674,0.2459784675607643,1.058790922164917,0.2365436840553273,0.978052258491516,0.2615522453422793,1.2689707279205322,0.5314568579627107,1.2711089849472046,0.4532339847697268
PG,40,Joint 5,0.657270610332489,0.8054538669494566,0.6030172109603882,0.821323916584153,0.6791636943817139,0.7523691751790482,0.9565178155899048,0.7331870353448655,0.5343076586723328,0.8519912012355781,0.9236664772033693,0.6904475293321504,0.8137197494506836,0.7277123687345417
PG,40,Joint 6,1.0558598041534424,0.0743700761544209,1.0505883693695068,-0.0430631711768862,1.0404391288757324,-0.0162500054645395,1.110651612281799,0.0851603544614059,1.0572134256362915,-0.0076486018984675,0.7868645787239075,0.7370949235821835,0.7453519105911255,0.7275976706459776
PG,60,Joint 1,1.0988634824752808,-0.2025716468192951,1.1194305419921875,-0.108405386662129,1.3312830924987793,0.0742450292324177,1.0933953523635864,-0.156217579509599,1.076284408569336,0.0414695609380034,0.680533230304718,0.789025666632095,0.5567306876182556,0.8560039838515271
PG,60,Joint 2,0.4199471771717071,0.9135605877115114,0.409994512796402,0.9231199531292223,0.409458577632904,0.921569286222087,0.3453679382801056,0.9417991246129028,0.4699675738811493,0.9099085944947858,0.3917297422885895,0.9258172565395428,0.4420185089111328,0.9114709144602434
PG,60,Joint 3,0.3858981728553772,0.924291029572848,0.3922743201255798,0.9276704314151468,0.4431867003440857,0.9007367772767704,0.3085799217224121,0.9540382237460608,0.4560566246509552,0.9062796144464332,0.4548919796943664,0.900475504516294,0.3938657343387604,0.9216512074553728
PG,60,Joint 4,1.0567820072174072,0.1023887954078634,1.0475482940673828,0.1772773942779024,1.0540460348129272,0.2567188605626488,0.9379022717475892,0.391924656495919,1.049438238143921,0.2354589013944881,1.0115437507629397,0.5467375930446418,0.9691433906555176,0.6446848671278815
PG,60,Joint 5,0.5770599842071533,0.8615397483121414,0.5452048182487488,0.8669924038779959,0.7061582207679749,0.7454441956570559,0.6148636341094971,0.8228406419375662,0.6296144127845764,0.824048008052809,0.8432515859603882,0.6775610965369088,0.6263440847396851,0.8386570942953424
PG,60,Joint 6,0.9851442575454712,0.4001421970133904,0.9872420430183412,0.2861323320211765,0.9953759908676147,0.5384716618476726,1.0053164958953855,0.1597788615253238,0.9523694515228271,0.5432621969651296,0.6690100431442261,0.8034165837864373,0.7713022232055664,0.7390394498088673
