5_nrmse,10_nrmse,20_nrmse,50_nrmse,100_nrmse,Method,Joint
1.000721096992493,1.0341147184371948,1.0463159084320068,1.0339683294296265,0.9730581045150756,NN,Joint 1
0.6406542062759399,0.6039620041847229,0.5898505449295044,0.4869012832641601,0.4775346517562866,NN,Joint 2
0.6537426114082336,0.5982136726379395,0.6569565534591675,0.5931779146194458,0.504779577255249,NN,Joint 3
1.065502643585205,1.221330165863037,1.2208185195922852,1.1740970611572266,1.0515388250350952,NN,Joint 4
1.043568730354309,0.8422679901123047,0.986671507358551,0.96603661775589,0.8162267208099365,NN,Joint 5
1.1462284326553345,0.941195785999298,1.1463481187820437,0.8432814478874207,0.9218491315841676,NN,Joint 6
0.4490513801574707,0.4579876959323883,0.2751109600067138,0.582094669342041,0.4023966491222381,PA,Joint 1
0.4377494156360626,0.2861086130142212,0.1478655934333801,0.2527162432670593,0.1335615366697311,PA,Joint 2
0.3000867068767547,0.3193134665489197,0.1166829988360405,0.2094065099954605,0.1354789733886718,PA,Joint 3
1.184357523918152,0.736853837966919,0.5489152669906616,0.9834564328193665,0.7284356355667114,PA,Joint 4
0.9132649898529052,0.5028327703475952,0.2494430989027023,0.7242757678031921,0.4523685872554779,PA,Joint 5
0.7341735363006592,0.4324916303157806,0.3866369426250458,0.4719736576080322,0.504720151424408,PA,Joint 6
1.0577967166900637,1.0470499992370603,1.2394485473632812,1.1678386926651,0.960584282875061,PG,Joint 1
0.7816018462181091,0.6079820394515991,0.5238907337188721,0.4736979305744171,0.4015042781829834,PG,Joint 2
0.855771005153656,0.5459728837013245,0.6034782528877258,0.4815917909145355,0.4144254326820373,PG,Joint 3
0.9754234552383424,1.096657633781433,1.1215876340866089,1.1334984302520752,1.3100087642669678,PG,Joint 4
1.1040503978729248,0.83595871925354,0.7477546334266663,0.7209779620170593,0.8935958743095398,PG,Joint 5
1.1157087087631226,0.918732762336731,1.0372881889343262,0.8775975108146667,0.9216404557228088,PG,Joint 6
